Company name,Rating,Reviews,Company type,Office,Highly Rated For,Critically Rated For
Ewac Alloys,4.2,124,Industrial Machinery,Ankleshwar +31 other locations,"Skill Development / Learning, Job Security, Work Satisfaction",Promotions / Appraisal
Rajapushpa Properties,4.1,124,Real Estate,Hyderabad / Secunderabad +5 other locations,"Work Life Balance, Job Security, Company Culture",None
Peerless Hospital,3.9,124,Healthcare,Kolkata +4 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Aligarh Muslim University,4.6,124,Education & Training,Aligarh +7 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",None
Vertex Global Services,4.1,124,IT Services & Consulting,Gurgaon / Gurugram +2 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",None
ORISSA METALIKS,3.6,124,Industrial Machinery,Kharagpur +5 other locations,None,"Company Culture, Promotions / Appraisal, Salary & Benefits"
Aligarh Muslim University,4.6,124,Education & Training,Aligarh +7 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",None
Gojavas,4.5,124,Logistics,New Delhi +43 other locations,"Work Satisfaction, Company Culture, Work Life Balance",None
NDS InfoServ,4.1,124,BPO,Mumbai +4 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",None
Glocal Healthcare Systems,3.4,124,Healthcare,Kolkata +17 other locations,Work Life Balance,"Promotions / Appraisal, Company Culture, Job Security"
Avvashya Cci Logistics,3.6,124,Logistics,Mumbai +20 other locations,None,"Promotions / Appraisal, Skill Development / Learning"
Rajapushpa Properties,4.1,124,Real Estate,Hyderabad / Secunderabad +5 other locations,"Work Life Balance, Job Security, Company Culture",None
Acme Formulation,3.5,124,Pharma,Baddi +7 other locations,None,"Promotions / Appraisal, Job Security, Company Culture"
Infojini,3.1,124,IT Services & Consulting,Mumbai +8 other locations,None,"Job Security, Company Culture, Work Satisfaction"
Peerless Hospital,3.9,124,Healthcare,Kolkata +4 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
Sunshine Hospitals,4.0,124,Healthcare,Hyderabad / Secunderabad +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction","Salary & Benefits, Promotions / Appraisal"
Tradologie.com,3.4,124,Agriculture,Noida +3 other locations,None,"Job Security, Work Satisfaction, Promotions / Appraisal"
Sterling Biotech,4.1,124,Pharma,Vadodara +3 other locations,"Job Security, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Ravindra Bharathi Schools,3.1,124,Education & Training,Hyderabad / Secunderabad +24 other locations,None,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
AccSource KPO,4.0,124,Accounting & Auditing,Chennai +2 other locations,"Work Life Balance, Skill Development / Learning, Job Security",None
Risebird Talent Solutions,4.5,124,Recruitment,Noida +5 other locations,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",None
Shine,2.6,124,Internet,Gurgaon / Gurugram +20 other locations,None,"Company Culture, Promotions / Appraisal, Work Satisfaction"
FunnL,3.4,124,N/A,Hyderabad / Secunderabad,None,"Promotions / Appraisal, Salary & Benefits, Work Life Balance"
thinkbridge,3.7,124,Software Product,Pune +4 other locations,Salary & Benefits,Job Security
SrinSoft Technologies,3.3,124,IT Services & Consulting,Chennai +3 other locations,None,"Work Life Balance, Promotions / Appraisal, Company Culture"
Risebird Talent Solutions,4.5,124,Recruitment,Noida +5 other locations,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",None
thinkbridge,3.7,124,Software Product,Pune +4 other locations,Salary & Benefits,Job Security
KRG Technologies,4.1,124,IT Services & Consulting,Chennai +5 other locations,"Company Culture, Skill Development / Learning, Work Satisfaction",None
Hitek Syndicate,3.3,124,Financial Services,New Delhi +12 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Inductotherm,4.0,124,Industrial Machinery,Ahmedabad +11 other locations,Job Security,Promotions / Appraisal
Reserve Bank Information Technology,3.7,124,IT Services & Consulting,Mumbai +5 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning"
Edujobs Academy,3.6,124,Education & Training,Kolkata +24 other locations,None,"Promotions / Appraisal, Job Security, Company Culture"
Liebherr Appliances India,4.2,124,Consumer Electronics & Appliances,Aurangabad +16 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Groupe Seb,3.5,124,Consumer Electronics & Appliances,New Delhi +29 other locations,None,"Job Security, Work Satisfaction, Skill Development / Learning"
Maheshwari Mining,3.6,124,Metals & Mining,Raniganj +24 other locations,None,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Zeco Aircon,4.0,124,Industrial Machinery,New Delhi +10 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Privi Speciality Chemicals,3.7,124,Chemicals,Mahad +11 other locations,None,"Promotions / Appraisal, Salary & Benefits"
Disney+ Hotstar,3.8,124,Internet,Mumbai +9 other locations,Salary & Benefits,Promotions / Appraisal
Ferring Pharmaceuticals,4.0,124,Pharma,Mumbai +17 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
Impressions Services,3.6,124,Facility Management Services,Gurgaon / Gurugram +11 other locations,None,Promotions / Appraisal
Antino,3.2,124,IT Services & Consulting,Gurgaon / Gurugram +5 other locations,None,"Job Security, Promotions / Appraisal, Work Life Balance"
Digital Aptech,4.4,124,IT Services & Consulting,Kolkata +2 other locations,"Company Culture, Skill Development / Learning, Job Security",None
Crescendo Global,4.1,124,Recruitment,Ludhiana +5 other locations,"Skill Development / Learning, Work Satisfaction, Work Life Balance",None
Manitou Equipment India,3.9,124,Industrial Machinery,Greater Noida +8 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Manitou Equipment India,3.9,124,Industrial Machinery,Greater Noida +8 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Maharashtra Feeds,4.2,124,Agriculture,New Delhi +18 other locations,"Work Life Balance, Salary & Benefits, Company Culture",None
Topsoe,4.1,124,N/A,Faridabad +3 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Job Security
Moving Picture Company,4.1,123,Media & Entertainment,Bangalore / Bengaluru +11 other locations,"Skill Development / Learning, Company Culture, Work Life Balance","Job Security, Promotions / Appraisal"
Global Cloud Xchange,3.3,123,Telecom,Mumbai +6 other locations,None,"Promotions / Appraisal, Job Security, Salary & Benefits"
Lloyd Electric & Engineering,4.2,123,Industrial Machinery,New Delhi +34 other locations,"Work Life Balance, Salary & Benefits, Company Culture",None
InnoEye Technologies,3.5,123,IT Services & Consulting,Indore,None,"Work Life Balance, Company Culture, Work Satisfaction"
Gea Process Engineering India,4.0,123,Food Processing,Vadodara +6 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Simpl,2.9,123,Internet,Bangalore / Bengaluru +2 other locations,None,"Job Security, Promotions / Appraisal, Company Culture"
Ras Media & Entertainment,3.7,123,N/A,Noida +19 other locations,Skill Development / Learning,None
Gyaanta,4.6,123,EdTech,New Delhi +4 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",None
SunTec Business Solutions,2.9,123,IT Services & Consulting,Thiruvananthapuram +9 other locations,None,"Work Life Balance, Company Culture, Work Satisfaction"
Lester Infoservices,3.3,123,BPO,Mumbai +4 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
DelEx Cargo,4.3,123,Logistics,Mumbai +30 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",None
High Court Lucknow,4.5,123,Law Enforcement & Security,Lucknow +20 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Anabeeb,4.1,123,Oil & Gas,Chennai +9 other locations,"Skill Development / Learning, Work Satisfaction, Company Culture",Promotions / Appraisal
Wise Finserv,3.9,123,Investment Banking / Venture Capital / Private Equity,Noida +4 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
Arwade Infrastructure,3.8,123,Engineering & Construction,Pune +10 other locations,None,None
Indian School of Business,3.8,123,Analytics & KPO,Hyderabad / Secunderabad +8 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
Shakti Hormann,3.3,123,Architecture & Interior Design,Hyderabad / Secunderabad +11 other locations,None,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Lince Soft Solutions,4.6,123,Recruitment,Hyderabad / Secunderabad +2 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",None
PS Group,3.7,123,Real Estate,Kolkata +10 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Ankura Hospital,3.8,123,Healthcare,Hyderabad / Secunderabad +7 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
TV9 Network,3.4,123,Media & Entertainment,Noida +10 other locations,None,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Bonanza Portfolio,3.6,124,Financial Services,Mumbai +33 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Pathcare Labs,3.4,123,Healthcare,Hyderabad / Secunderabad +29 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
BG Distributors,3.9,123,FMCG,Kolkata +25 other locations,Skill Development / Learning,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Arihant Publications,3.4,125,Printing & Publishing,New Delhi +17 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
Sterling Software Private Limited,3.6,123,Software Product,Chennai +3 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
The Flights Guru Infotech,4.7,123,Travel & Tourism,Gurgaon / Gurugram +2 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Turing,3.8,123,Internet,Bangalore / Bengaluru +3 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Job Security, Skill Development / Learning, Promotions / Appraisal"
QR Crypher,4.2,123,Software Product,Chennai +4 other locations,"Work Life Balance, Job Security, Company Culture",None
All Time Plastics,3.8,123,Petrochemicals,Mumbai +9 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Foiwe Info Global Solution,3.8,123,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Mega Rubber Technologies,4.0,123,Auto Components,Gurgaon / Gurugram +14 other locations,"Work Life Balance, Job Security",None
Kyb Motorcycle Suspension,3.7,123,Industrial Machinery,Chennai +10 other locations,None,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Goodrich Maritime,2.9,123,Logistics,Mumbai +19 other locations,None,"Company Culture, Promotions / Appraisal, Work Satisfaction"
Paperpedia,2.3,123,EdTech,Kolkata +6 other locations,None,"Job Security, Work Life Balance, Work Satisfaction"
GUVI,4.0,123,EdTech,Chennai +8 other locations,"Salary & Benefits, Company Culture, Work Life Balance",None
Ray Engineering,4.0,123,Engineering & Construction,Mumbai +22 other locations,"Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits"
Mobase,3.8,123,Auto Components,Noida +8 other locations,None,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
W3Global,3.8,123,Recruitment,Hyderabad / Secunderabad +4 other locations,Salary & Benefits,None
Tropilite Foods,4.4,123,Food Processing,Gwalior +25 other locations,"Company Culture, Job Security, Skill Development / Learning",None
Bondada Engineering,3.7,123,Engineering & Construction,Hyderabad / Secunderabad +28 other locations,None,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Sunbeam School,4.3,123,Education & Training,Varanasi +20 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",None
The Knowledge Academy,2.7,123,Education & Training,Bangalore / Bengaluru +9 other locations,None,"Job Security, Promotions / Appraisal, Company Culture"
HLE Glascoat,3.4,123,Industrial Machinery,Surat +6 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Euro School,3.8,123,Education & Training,Bangalore / Bengaluru +14 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Wardwizard Innovations & Mobility,3.8,123,Automobile,Vadodara +33 other locations,None,Promotions / Appraisal
Hirschvogel Components,4.1,123,Auto Components,Pune +2 other locations,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
MSys Tech India,3.9,123,Software Product,Chennai +3 other locations,"Work Life Balance, Company Culture",None
Shantha Biotechnics,4.7,123,Biotechnology,Hyderabad / Secunderabad +3 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",None
Allset Business Solutions,3.9,123,BPO,Chennai +8 other locations,None,Promotions / Appraisal
Nipha Exports,4.0,124,Industrial Machinery,Kolkata +7 other locations,"Skill Development / Learning, Job Security, Work Life Balance",Promotions / Appraisal
Sonovision-Aetos,3.6,123,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,None,"Promotions / Appraisal, Job Security, Work Satisfaction"
Weizmann Forex,3.9,122,Financial Services,Mumbai +31 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",None
TetraSoft,3.7,122,IT Services & Consulting,Hyderabad / Secunderabad +3 other locations,Work Life Balance,"Job Security, Skill Development / Learning, Promotions / Appraisal"
Nelco,3.7,122,Telecom,Mumbai +20 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
UBI Services,3.8,121,N/A,Mumbai +53 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Niyo Solutions,2.9,122,Financial Services,Bangalore / Bengaluru +12 other locations,None,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
Vogo Automotive,4.0,122,Internet,Bangalore / Bengaluru +12 other locations,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Job Security, Promotions / Appraisal"
Aditya Birla SunLife Asset Management Company,3.9,122,Financial Services,Mumbai +46 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Prism Cement - Prism Johnson,3.9,122,Building Material,Satna +35 other locations,Job Security,None
Netoyed,4.0,122,N/A,Noida +1 other locations,"Skill Development / Learning, Work Life Balance, Work Satisfaction",None
B M Birla Heart Research Centre,3.9,122,Healthcare,Kolkata +5 other locations,Skill Development / Learning,"Promotions / Appraisal, Work Satisfaction"
DAEWOO E&C,4.5,122,Engineering & Construction,Patna +16 other locations,"Skill Development / Learning, Job Security, Work Life Balance",None
Jasper Industries,4.2,122,Automobile,Hyderabad / Secunderabad +14 other locations,"Job Security, Work Life Balance, Skill Development / Learning",None
Napier Healthcare Solutions,2.6,122,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,None,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Ajnara India,3.4,122,Real Estate,Noida +4 other locations,None,"Promotions / Appraisal, Salary & Benefits, Job Security"
BAIF Development Research Foundation,3.6,122,Non-Profit,Pune +38 other locations,Job Security,"Salary & Benefits, Promotions / Appraisal"
